,id,headlines,ChanceOfVirality
5209,5209,How to get a small business loan from the COVID-19 stimulus bill,2
5210,5210,One Small Thing,2
5211,5211,7 meals you can make with a bag of baby spinach,2
5212,5212, Follow better ,1
5213,5213,More from NBC,1
5214,5214,How to not be a 'coronavirus jerk' ,3
5215,5215,Scammers want to steal your stimulus check — here's what you should know,4
5216,5216,How to make a face mask out of fabric — with or without sewing,4
5217,5217,I quit the gym before the quarantine — here’s how I stay in shape,1
5218,5218,How to safely disinfect your home,1
5219,5219,Margherita pizza,0
5220,5220,BLT salad,0
5221,5221,Broccolini frittata,0
5222,5222,Homemade pancakes,1
5223,5223,Mexican chicken tortilla soup,0
5224,5224,Thai red curry,0
5225,5225,Trini-Chinese chicken,0
5226,5226,Instant Pot vegetable chili,0
5227,5227,Steak and Guinness stew,0
5228,5228,Mac and cheese,0
5229,5229,Fish tacos with salsa and lime crema,0
5230,5230,Air fried chicken parm,0
5231,5231,Crispy 'fried' Brussels sprouts,1
5232,5232,Easy Instant Pot chili,0
5233,5233,Chicken and cauliflower traybake with garlic sauce,0
5234,5234,A beef stew you can make in your Instant Pot,1
5235,5235,Korean beef bulgogi,0
5236,5236,Spicy Instant Pot wings,0
5237,5237,Moroccan chickpea salad,0
5238,5238,"Best shampoos for dry scalp, according to these dermatologists",2
5239,5239,"The best workout shoes for women, according to fitness experts",3
5240,5240,Want to live like a Scandinavian? Here's how to bring 'hygge' into your home,3
5241,5241,16 gifts and gadgets for a smarter home,0
5242,5242,11 best gifts and gadgets for home cooks,1
5243,5243,16 thoughtful gifts under $30 for every person on your list,0
5244,5244,18 gifts that make traveling better and easier,2
5245,5245,13 inexpensive gifts for coworkers of all kinds,0
5246,5246,19 best fitness gifts for people who (want to) work out,4
5247,5247,Do this to get out of debt and build a 'wealth snowball',2
5248,5248,What I learned when I gave up my credit card for a month,0
5249,5249,Want to get out of debt and save money? Try the 50-20-30 rule,3
5250,5250,How the '50/50 path' can help you pay off your mortgage,0
5251,5251,"The method that helped a couple pay off $65,000 in debt in five years",2
5252,5252,Plan to get out of debt and save more money in 2020,3
5253,5253,Try this simple blueprint to help you eat better this week.,1
5254,5254,Stay committed to your resolutions longer than a week,0
5255,5255,Train and tone with these 30-day workout plans,4
5256,5256,Use micro habits to tackle big goals,0
5257,5257,Adopt these one-minute hacks for a cleaner home,1
5258,5258,Make Sunday dinner a regular thing,3
5259,5259,Pay off holiday credit card bills,1
5260,5260,Find an indoor workout,1
5261,5261,Cleaning? This interactive room-by-room guide will make it easier,1
5262,5262,Refresh your mattress and carpet with this simple solution,0
5263,5263,Time-saving cleaning hacks for your kitchen,1
5264,5264,Try these hacks to clean and deodorize your living room,0
5265,5265,How to clean your shower head and shower door,1
5266,5266,Do this in the morning to make your whole day more productive,5
5267,5267,This 30-minute morning routine will change the tone of your day,3
5268,5268,6 ways to improve your health in one minute flat,3
5269,5269,Running on empty? These energy-boosting tips will get you through,0
5270,5270,How to pack a suitcase with organizational guru Marie Kondo,1
5271,5271,The strong morning routine that helps this Broadway star face her fears,2
5272,5272,How exercise benefits your brain as well as your body,1
5273,5273,4 make-ahead batch cocktails for easy entertaining,1
5274,5274,All Birds: A low-alcohol cocktail recipe you can make in batches,1
5275,5275,The Blaylock: A non-alcoholic cocktail for summer parties,0
5276,5276,Riled and Wrangled: A cocktail recipe for baseball season,0
5277,5277,Infinity Pool: A batch cocktail that's perfect for the beach,0
5278,5278,Behavior,0
5279,5279,Your money,1
5280,5280,Style,0
5281,5281,Diet & Fitness,0
5282,5282,A Better Way,2
5283,5283,50 years later: Apollo 13,2
5284,5284,Nightly Films,0
5285,5285,50th Anniversary of Apollo 13 Mission: Launch (Part 1),0
5286,5286,Nightly Films,0
5287,5287,"50th Anniversary of Apollo 13 Mission: “Houston, we have a problem” (Part 2)",0
5288,5288,Nightly Films,0
5289,5289,50th Anniversary of Apollo 13 Mission: The Rescue (Part 1),0
5290,5290,Nightly Films,0
5291,5291,50th Anniversary of Apollo 13 Mission: The Rescue (Part 2),0
5292,5292,Nightly Films,0
5293,5293,50th Anniversary of Apollo 13 Mission: The Recovery (Part 1),0
5294,5294,Prisoners learn diving skills,1
5295,5295,Nightly Films,0
5296,5296,This program trains prisoners in diving (Part 1),1
5297,5297,Nightly Films,0
5298,5298,This program trains prisoners in diving (Part 2),1
5299,5299,Larry David interview,0
5300,5300,Nightly Films,0
5301,5301,Larry David reflects on two decades of 'Curb Your Enthusiasm' (Part 1),0
5302,5302,Nightly Films,0
5303,5303,Larry David reflects on two decades of 'Curb Your Enthusiasm' (Part 2),0
5304,5304,Return to Auschwitz,0
5305,5305,Nightly Films,0
5306,5306,Auschwitz survivors return to death camp 75 years later (Part 1),2
5307,5307,Nightly Films,0
5308,5308,Auschwitz survivors return to death camp 75 years later (Part 2),2
5309,5309,Miracle on Ice,0
5310,5310,Nightly News,1
5311,5311,‘Miracle on Ice’ hockey team reflects on their big win 40 years later (Part 1),3
5312,5312,Nightly News,1
5313,5313,‘Miracle on Ice’ hockey team reflects on their big win 40 years later (Part 2),3
5314,5314,Central America Medical Mission,0
5315,5315,Nightly Films,0
5316,5316,Embedded with the U.S. Army on a medical mission in Honduras (Part 1),0
5317,5317,Nightly Films,0
5318,5318,Embedded with the U.S. Army on a medical mission in Honduras (Part 2),0
5319,5319,Coronavirus: Facts vs. fear,2
5320,5320,Nightly News,1
5321,5321,Leading virologist on the best defense against the coronavirus: Facts (Part 1),5
5322,5322,Nightly News,1
5323,5323,Leading virologist on the best defense against the coronavirus: Facts (Part 2),5
5324,5324,Amputee Fashion Show,0
5325,5325,Nightly Films,0
5326,5326,Amputee fashion show inspires more than its models (Part 1),1
5327,5327,Nightly Films,0
5328,5328,Amputee fashion show inspires more than its models (Part 2),1
5329,5329,Rosa Parks,0
5330,5330,Nightly Films,0
5331,5331,Rosa Parks reflects on sparking a movement (Part 1),0
5332,5332,Nightly Films,0
5333,5333,Rosa Parks reflects on sparking a movement (Part 2),0
5334,5334,Nelson Mandela,1
5335,5335,Nightly Films,0
5336,5336,A conversation with Nelson Mandela days after he was released from prison (Part 1),2
5337,5337,Nightly Films,0
5338,5338,A conversation with Nelson Mandela days after he was released from prison (Part 2),2
5339,5339,To Kill a Mockingbird,0
5340,5340,Nightly Films,0
5341,5341,"Historic ‘To Kill a Mockingbird’ performance free to 18,000 students (Part 1)",1
5342,5342,Nightly Films,0
5343,5343,"Historic ‘To Kill a Mockingbird’ performance free to 18,000 students (Part 2)",1
5344,5344,Reverse Migration,0
5345,5345,Nightly Films,0
5346,5346,Tech industry fuels reverse migration for black Americans (Part 1),0
5347,5347,Nightly Films,0
5348,5348,Tech industry fuels reverse migration for black Americans (Part 2),0
5349,5349,Yankees Coach,0
5350,5350,Nightly Films,0
5351,5351,Meet the Yankees’ first female minor league hitting coach (Part 1),1
5352,5352,Nightly Films,0
5353,5353,Meet the Yankees’ first female minor league hitting coach (Part 2),1
5354,5354,Jacob's Story,0
5355,5355,Nightly Films,0
5356,5356,Transgender 9-year-old advocates for other children like him (Part 1),2
5357,5357,Nightly Films,0
5358,5358,Transgender 9-year-old advocates for other children like him (Part 2),2
5359,5359,Eye in the sky,1
5360,5360,Nightly Films,0
5361,5361,Police are considering surveillance planes to help solve violent crimes. Privacy advocates have concerns. (Part 1),0
5362,5362,Nightly Films,0
5363,5363,Police are considering surveillance planes to deter crime. Privacy advocates have concerns. (Part 2),0
5364,5364,The Drink,0
5365,5365,The Drink with Kate Snow,1
5366,5366,01:58,0
5367,5367,Nightly Films,0
5368,5368,04:47,0
5369,5369,Nightly Films,0
5370,5370,03:53,0
5371,5371,Nightly Films,0
5372,5372,05:55,0
5373,5373,Nightly Films,0
5374,5374,04:16,0
5375,5375,Nightly Films,0
5376,5376,05:35,0
5377,5377,Nightly Films,0
5378,5378,04:19,0
5379,5379,Nightly Films,0
5380,5380,03:39,0
5381,5381,Nightly Films,0
5382,5382,02:50,0
5383,5383,Nightly Films,0
5384,5384,04:17,0
5385,5385,Nightly Films,0
5386,5386,02:25,0
5387,5387,Nightly Films,0
5388,5388,07:06,0
5389,5389,Nightly News,1
5390,5390,07:17,0
5391,5391,Nightly News,1
5392,5392,06:39,0
5393,5393,Nightly News,1
5394,5394,06:52,0
5395,5395,Nightly News,1
5396,5396,How political polling is done,1
5397,5397,Nightly Films,0
5398,5398,How are national political polls conducted? Go inside a Utah call center (Part 1),0
5399,5399,Nightly Films,0
5400,5400,How are national political polls conducted? Go inside a Utah call center (Part 2),0
5401,5401,Elementary school barbershop,0
5402,5402,Nightly Films,0
5403,5403,Principal makes a difference in students’ lives one haircut at a time (Part 1),4
5404,5404,Nightly Films,0
5405,5405,Principal makes a difference in students’ lives one haircut at a time (Part 2),4
5406,5406,The Ride Home Program,0
5407,5407,Nightly Films,0
5408,5408,Program helps released inmates transition to everyday life (Part 1),2
5409,5409,Nightly Films,0
5410,5410,Program helps released inmates transition to everyday life (Part 2),2
5411,5411,"Decatur, Georgia firefighters",0
5412,5412,Nightly Films,0
5413,5413,Meet America's only all-female firefighter leadership team (Part 1),0
5414,5414,Nightly Films,0
5415,5415,Meet America's only all-female firefighter leadership team (Part 2),0
5416,5416,Marine hikers,0
5417,5417,Nightly Films,0
5418,5418,"Beyond brotherhood: Marines hike together, one carrying the other on his back (Part 1)",1
5419,5419,Nightly Films,0
5420,5420,"Beyond brotherhood: Marines hike together, one carrying the other on his back (Part 2)",1
5421,5421,Privacy and Power,0
5422,5422,Nightly Films,0
5423,5423,Privacy and Power: Your digital fingerprint (Part 1),0
5424,5424,Nightly Films,0
5425,5425,Privacy and Power: Your digital fingerprint (Part 2),0
5426,5426,06:17,0
5427,5427,Nightly Films,0
5428,5428,05:11,0
5429,5429,Nightly Films,0
5430,5430,04:49,0
5431,5431,Nightly Films,0
5432,5432,04:24,0
5433,5433,Nightly Films,0
5434,5434,Tiny Tims,0
5435,5435,Nightly Films,0
5436,5436,Young actors with cerebral palsy play Tiny Tim in Broadway’s A Christmas Carol (Part 1),1
5437,5437,Nightly Films,0
5438,5438,Young actors with cerebral palsy play Tiny Tim in Broadway’s A Christmas Carol (Part 2),1
5439,5439,Rockettes,0
5440,5440,Nightly News,1
5441,5441,Rockettes’ mantra: ‘Together we’re better’ (Part 1),2
5442,5442,Nightly News,1
5443,5443,Rockettes’ mantra: ‘Together we’re better’ (Part 2),2
5444,5444,The big apple,0
5445,5445,Nightly Films,0
5446,5446,How the Cosmic Crisp could shake up the apple industry (Part 1),0
5447,5447,Nightly Films,0
5448,5448,How the Cosmic Crisp could shake up the apple industry (Part 2),0
5449,5449,Helping homeless veterans,0
5450,5450,Nightly News,1
5451,5451,How this organization uses tiny houses to help homeless veterans (Part 1),0
5452,5452,Nightly Films,0
5453,5453,How this organization uses tiny houses to help homeless veterans (Part 2),0
5454,5454,Mica mined by kids,0
5455,5455,Nightly News,1
5456,5456,"Over 10,000 children in Madagascar are mining mica for everyday American products (Part 1)",1
5457,5457,Nightly News,1
5458,5458,"Over 10,000 children in Madagascar are mining mica for everyday American products (Part 2)",1
5459,5459,Atlantic City Pipe Organ,0
5460,5460,Nightly Films,0
5461,5461,The world's largest pipe organ comes back to life (Part 1),2
5462,5462,Nightly Films,0
5463,5463,The world's largest pipe organ comes back to life (Part 2),2
5464,5464,Harriet Tubman's story,1
5465,5465,Nightly Films,0
5466,5466,‘Harriet’ stars talk new film and Harriet Tubman’s enduring legacy (Part 1),2
5467,5467,Nightly News,1
5468,5468,‘Harriet’ stars talk new film and Harriet Tubman’s enduring legacy (Part 2),2
5469,5469,Impractical Jokers,0
5470,5470,Nightly Films,0
5471,5471,Inside the world of the ‘Impractical Jokers’ (Part 1),2
5472,5472,Nightly Films,0
5473,5473,Inside the world of the ‘Impractical Jokers’ (Part 2),2
5474,5474,Dominican Dreams: Chasing the Game,0
5475,5475,Nightly Films,0
5476,5476,From baseball camps in the Dominican Republic to the MLB: Part 1,2
5477,5477,Nightly Films,0
5478,5478,From baseball camps in the Dominican Republic to the MLB: Part 2,2
5479,5479,Facebook CEO interview,1
5480,5480,Nightly Films,0
5481,5481,"Extended interview: Mark Zuckerberg on election interference, changes at Facebook",1
5482,5482,Nightly Films,0
5483,5483,Mark Zuckerberg: ‘I feel responsible’ for how Facebook is used,1
5484,5484,Nightly Films,0
5485,5485,Mark Zuckerberg hopes his daughters will think he ‘made the world better’,4
5486,5486,Cyntoia Brown-Long interview,0
5487,5487,Nightly Films,0
5488,5488,Extended interview: Cyntoia Brown-Long breaks silence in first television interview since prison release (Part 1),1
5489,5489,Nightly Films,0
5490,5490,Extended interview: Cyntoia Brown-Long breaks silence in first television interview since prison release (Part 2),1
5491,5491,Michelle Obama's littlest fan,1
5492,5492,Nightly Films,0
5493,5493,Young girl from viral Michelle Obama portrait photo has inspiring new goal (Part 1),2
5494,5494,Nightly Films,0
5495,5495,Young girl from viral Michelle Obama portrait photo has inspiring new goal (Part 2),2
5496,5496,Patrolling the Arctic,0
5497,5497,Nightly Films,0
5498,5498,On board with Norway’s Navy as it patrols the Arctic (Part 1),1
5499,5499,Nightly Films,0
5500,5500,On board with Norway’s Navy as it patrols the Arctic (Part 2),1
5501,5501,Inside the fishmeal industry,0
5502,5502,Nightly Films,0
5503,5503,The fish you don’t know you eat (Part 1),2
5504,5504,Nightly Films,0
5505,5505,The fish you don’t know you eat (Part 2),2
5506,5506,Back to Ferguson,0
5507,5507,Nightly Films,0
5508,5508,"Ferguson, 5 years later (Part 1)",2
5509,5509,Nightly Films,0
5510,5510,"Ferguson, 5 years later (Part 2)",2
5511,5511,'Friends' for 25 years,2
5512,5512,Nightly Films,0
5513,5513,‘Friends’ creators reflect on the show 25 years after the premiere (Part 1),3
5514,5514,Nightly Films,0
5515,5515,‘Friends’ creators reflect on the show 25 years after the premiere (Part 2),3
5516,5516,Barbie's fashion designer,0
5517,5517,Nightly Films,0
5518,5518,Meet the woman behind Barbie’s iconic fashion (Part 1),1
5519,5519,Nightly Films,0
5520,5520,Meet the woman behind Barbie’s iconic fashion (Part 2),1
