,id,headlines,ChanceOfVirality
6274,6274,Next Steps for Vets,0
6275,6275,Key ways to build your wealth,2
6276,6276,,0
6277,6277,Trump faces pushback from veterans for minimizing troop head injuries,0
6278,6278,Veteran News,1
6279,6279,11th Hour,0
6280,6280,Claire McCaskill to Marsha Blackburn: I think you meant to criticize Trump,1
6281,6281,Parents,0
6282,6282,It's not easy': How military families prepare their kids for deployments,0
6283,6283,Craig Melvin,0
6284,6284,Former VA Secretary: This is a very sad time for our country,2
6285,6285,Veteran News,1
6286,6286,Parents,0
6287,6287,‘Homefront dads’ redefine what it means to be a military spouse,1
6288,6288,Sections,0
6289,6289,TV,0
6290,6290,Featured,0
6291,6291,More from NBC,1
6292,6292,Follow NBC News,1
6293,6293,Next Steps for Vets,0
6294,6294,Next Steps for Vets,0
6295,6295,Next Steps for Vets,0
6296,6296,Next Steps for Vets,0
6297,6297,Next Steps for Vets,0
6298,6298,Brought to you by,0
6299,6299,Next Steps for Vets,0
6300,6300,Next Steps for Vets,0
6301,6301,Next Steps for Vets,0
6302,6302,Next Steps for Vets,0
6303,6303,Brought to you by,0
6304,6304,Next Steps for Vets,0
6305,6305,Next Steps for Vets,0
6306,6306,Next Steps for Vets,0
6307,6307,Next Steps for Vets,0
6308,6308,Next Steps for Vets,0
6309,6309,Next Steps for Vets,0
6310,6310,Next Steps for Vets,0
6311,6311,Home,0
6312,6312,Grade Levels,0
6313,6313,Topics,0
6314,6314,About,1
6315,6315,Grade Levels,0
6316,6316,Topics,0
6317,6317,How to celebrate diversity in early childhood,1
6318,6318,How to celebrate diversity in early childhood,1
6319,6319,Physical Health & Young Adults: A Parent’s Guide,0
6320,6320,Physical Health & Young Adults: A Parent’s Guide,0
6321,6321,The Middle School Brain,0
6322,6322,The Middle School Brain,0
6323,6323,How to celebrate Black History Month,1
6324,6324,How to celebrate Black History Month,1
6325,6325,Supporting Social & Emotional Development in Kids Ages 5-8,1
6326,6326,Supporting Social & Emotional Development in Kids Ages 5-8,1
6327,6327,Tell us more about you,2
6328,6328,Featured,0
6329,6329,Featured,0
6330,6330,Featured,0
6331,6331,Featured,0
6332,6332,Featured,0
6333,6333,Featured,0
6334,6334,Featured,0
6335,6335,Featured,0
6336,6336,Featured,0
6337,6337,Featured,0
6338,6338,Connect on:,0
6339,6339,Early Education,0
6340,6340,Elementary School,0
6341,6341,Middle School,0
6342,6342,High School,0
6343,6343,Life After High School,1
6344,6344,Academics,0
6345,6345,Social & Emotional,1
6346,6346,Health & Wellness,0
6347,6347,Financial Literacy,0
6348,6348,College & Career,0
6349,6349,About Parent Toolkit,1
6350,6350,Experts,0
6351,6351,Toolkit Talks,0
6352,6352,Share,0
6353,6353,The Parent Toolkit App,0
6354,6354,Youth Voices,1
6355,6355,Stay Informed,0
6356,6356,SHARE THIS,0
6357,6357,SHARE THIS,0
6358,6358,SHARE THIS,0
6359,6359,Topics,0
6360,6360,Decision 2020,0
6361,6361,Anniversaries,0
6362,6362,Arts / Culture,0
6363,6363,Business / Economy,0
6364,6364,Crime,0
6365,6365,Decades,0
6366,6366,Environment / Disasters,0
6367,6367,Health / Wellness,0
6368,6368,Locations & Scenics,0
6369,6369,Personalities,0
6370,6370,Religion / Cults,0
6371,6371,Science / Technology,0
6372,6372,Social Issues,1
6373,6373,Sports,0
6374,6374,US Politics,0
6375,6375,War / Terrorism,0
6376,6376,World Events,1
6377,6377,Session Expiring ...,0
6378,6378,Session Expired,0
6379,6379,Are you Sure?,0
6380,6380,Additional Search,0
6381,6381,Technical Issues,0
6382,6382,Sign in,0
6383,6383,Register,0
6384,6384,Thank you for Registering!,0
6385,6385,Error while registering,0
6386,6386,Forgot Password,0
6387,6387,Company Code,0
6388,6388,Business info,0
6389,6389,Health & Mindset,1
6390,6390,There's never time to just stop': MSNBC's Kasie Hunt on the work-life juggle during coronavirus,7
6391,6391,Health & Mindset,1
6392,6392,"3 ways to boost your mood, regain control during this stressful time",3
6393,6393,Health & Mindset,1
6394,6394,MSNBC's Stephanie Ruhle: Having trouble filing for unemployment? 4 ways to streamline the process,2
6395,6395,Health & Mindset,1
6396,6396,Dr. Leana Wen: 5 pieces of advice for new moms during COVID-19,2
6397,6397,Health & Mindset,1
6398,6398,5 must-know tips before spending your stimulus check,2
6399,6399,"Mika Brzezinski, founder of Know Your Value and co-host of MSNBC's ""Morning Joe""",3
6400,6400,Contact Know Your Value,2
6401,6401,About Know Your Value,3
6402,6402,kyv videos,1
6403,6403,Latest,0
6404,6404,Out of Office,1
6405,6405,Here's how you can make a difference on Earth Day while under quarantine,3
6406,6406,Health & Mindset,1
6407,6407,How to accept what's beyond your control in a COVID-19 world,4
6408,6408,Business Culture,0
6409,6409,Working moms are struggling to engage at work — and it will cost the economy $341B,0
6410,6410,Latest,0
6411,6411,Business Culture,0
6412,6412,Health care heroes: Meet some of workers on the frontlines of the coronavirus pandemic,4
6413,6413,Health & Mindset,1
6414,6414,Alexis Glick: No job is more important than teaching — Let's stop paying lip service and pay up,1
6415,6415,Health & Mindset,1
6416,6416,Lady Gaga has a surprisingly simple way you can help during this difficult time,2
6417,6417,Latest,0
6418,6418,Business Culture,0
6419,6419,Jane Park and Lisa Sun: 6 ways women entrepreneurs can support each other in a COVID-19 world,5
6420,6420,Business Culture,0
6421,6421,How to Zoom like a boss during the coronavirus pandemic,3
6422,6422,Health & Mindset,1
6423,6423,Can you eat your way to a better immune system?,2
6424,6424,Health & Mindset,1
6425,6425,"On air and at home: How NBCU moms are juggling work, family while covering coronavirus",2
6426,6426,Health & Mindset,1
6427,6427,This is what it's REALLY like giving birth in the age of coronavirus,6
6428,6428,know your value,2
6429,6429,Dr. Leana Wen: My pregnancy during the  coronavirus pandemic,2
6430,6430,Business Culture,0
6431,6431,Author Minda Harts: 3 ways to promote a virtual work culture that prioritizes inclusivity,3
6432,6432,Media Kit,1
6433,6433,Know Your Value 2019 Media Kit,3
6434,6434,Health & Mindset,1
6435,6435,MSNBC's Stephanie Ruhle: What to do if you can't pay rent as a result of the coronavirus pandemic,3
6436,6436,Health & Mindset,1
6437,6437,Coronavirus is canceling senior year across America: 5 ways to help your child cope,5
6438,6438,Follow Know Your Value,2
6439,6439,"See Mika's Monday motivation: Don’t self-deprecate, self-advocate!",2
6440,6440,"

            Today's Trending Coupons
        
",1
6441,6441,"

                    Popular Brands
                
",0
6442,6442,"

            Today's Popular Vouchers
        
",1
6443,6443,"1,000s of Promo Codes From Today.com Coupon's Favorite Brands",1
6444,6444,"

        Coupons by Category
    
",0
6445,6445,TODAY Coupons,1
6446,6446,About Us,1
6447,6447,Popular Categories,0
6448,6448,Sweet Deals,0
6449,6449,Just so you know,2
6450,6450,FYI,0
6451,6451,"
                Top 25 Coupons
            ",0
6452,6452,"स्थानNew York, New Yorkप्रसारण और मीडिया उत्पादन कंपनीNBC News",1
6453,6453,NBC News,1
6454,6454,NBC News,1
6455,6455,"

@NBCNews

",1
6456,6456,Tweets,0
6457,6457,You blocked @NBCNews,1
6458,6458,Loading seems to be taking a while.,2
6459,6459,Tweet with a location,0
6460,6460,"Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.",4
6461,6461,Saved searches,0
6462,6462,"
            
            NBC News followed
        ",1
6463,6463,"
        New to Twitter?
      ",1
6464,6464,You may also like,0
6465,6465,FALSE,0
6466,6466,"
            
            Choose a trend location
          ",0
6467,6467,Go to a person's profile,0
6468,6468,Saved searches,0
6469,6469,Promote this Tweet,0
6470,6470,Block,0
6471,6471,Your lists,0
6472,6472,Create a new list,1
6473,6473,,0
6474,6474,Copy link to Tweet,0
6475,6475,Embed this Tweet,0
6476,6476,Embed this Video,1
6477,6477,Preview,0
6478,6478,Why you're seeing this ad,1
6479,6479,Log in to Twitter,0
6480,6480,Sign up for Twitter,0
6481,6481,Two-way (sending and receiving) short codes:,1
6482,6482,Confirmation,0
6483,6483, ,0
6484,6484,"

    Welcome home!
  ",0
6485,6485,"

    Tweets not working for you?
  ",0
6486,6486,"

    Say a lot with a little
  ",1
6487,6487,"

    Spread the word
  ",0
6488,6488,"

    Join the conversation
  ",1
6489,6489,"

    Learn the latest
  ",0
6490,6490,"

    Get more of what you love
  ",2
6491,6491,"

    Find what's happening
  ",0
6492,6492,"

    Never miss a Moment
  ",1
6493,6493,Breaking News & Special Reports,1
6494,6494,The Nightly,0
6495,6495,Morning Rundown,1
6496,6496,Byers Market,0
6497,6497,First Read,1
6498,6498,Dateline,0
6499,6499,SCIENCE,0
6500,6500,BETTER,1
6501,6501,THINK,1
6502,6502,Know Your Value,2
6503,6503,Sections,0
6504,6504,TV,0
6505,6505,Featured,0
6506,6506,More from NBC,1
6507,6507,Follow NBC News,1
6508,6508,Feature,0
6509,6509,Feature,0
6510,6510,Feature,0
6511,6511,Feature,0
6512,6512,Feature,0
6513,6513,Feature,0
6514,6514,Feature,0
6515,6515,Feature,0
6516,6516,Opinion,0
6517,6517,Feature,0
6518,6518,investigations,0
6519,6519,Nursing homes push for legal immunity during coronavirus crisis,2
6520,6520,2020 ELECTION,0
6521,6521,Biden and Trump begin delicate dance on transition,0
6522,6522,Opinion,0
6523,6523,Andy Lack: Journalism is under attack from coronavirus and Trump. But we're winning.,2
6524,6524,ECONOMY,0
6525,6525,Small businesses say they need more than 2 months of help to survive coronavirus crisis,4
6526,6526,world,1
6527,6527,"His fight with virus is over, but British PM warns country now is time of 'maximum risk'",3
6528,6528,Culture Matters,0
6529,6529,"As Dr. Fauci, Brad Pitt diagnoses Trump on 'SNL'",0
6530,6530,Opinion,0
6531,6531,America's obsession with Trump lets health officials like Dr. Fauci off the hook,0
6532,6532,U.S. news,1
6533,6533,U.S. news,1
6534,6534,culture matters,0
6535,6535,Sports,0
6536,6536,Culture Matters,0
6537,6537,Sports,0
6538,6538,Culture Matters,0
6539,6539,religion,0
6540,6540,The Zoom shiva: Jewish funerals and mourning in the age of COVID,2
6541,6541,u.s. news,1
6542,6542,"Louisiana pastor, while on house arrest, again defies coronavirus order with church service",2
6543,6543,sports,0
6544,6544,Coronavirus may be strike three for the Burlington Bees,2
6545,6545,incredibly troubling',0
6546,6546,"VA provides few answers on use of Trump-touted drug to treat virus, advocates say",2
6547,6547,Opinion,0
6548,6548,Those 'COVID-19' weight gain jokes reveal the toxic power of diet culture,1
6549,6549,Top Videos,1
6550,6550,1:43,0
6551,6551,6:57,0
6552,6552,0:52,0
6553,6553,0:49,0
6554,6554,2:32,0
6555,6555,2:02,0
6556,6556,0:20,0
6557,6557,0:57,0
6558,6558,Editors' picks,0
6559,6559,Special report,0
6560,6560,Nursing home crisis,0
6561,6561,Coronavirus,2
6562,6562,Most read on NBC News,1
6563,6563,Politics News,1
6564,6564,Coronavirus,2
6565,6565,U.S. news,1
6566,6566,Coronavirus: By the numbers,2
6567,6567,U.S. news,1
6568,6568,Data Graphics,0
6569,6569,Coronavirus,2
6570,6570,Coronavirus,2
6571,6571,Data Graphics,0
6572,6572,Coronavirus,2
6573,6573,More on coronavirus,3
6574,6574,Coronavirus,2
6575,6575,Coronavirus,2
6576,6576,Coronavirus,2
6577,6577,Coronavirus,2
6578,6578,Coronavirus,2
6579,6579,Coronavirus,2
6580,6580,Video Games,1
6581,6581,Coronavirus Confessions,2
6582,6582,I'm the one hoarding toilet paper': Stories from quarantine and social distancing in the COVID-19 era,5
6583,6583,Decision 2020,0
6584,6584,2020 Election,0
6585,6585,2020 election,0
6586,6586,Vote Watch,1
6587,6587,2020 Election,0
6588,6588,Coronavirus,2
6589,6589,2020 Election,0
6590,6590,Coronavirus,2
6591,6591,Think,1
6592,6592,U.S. News,1
6593,6593,Military,0
6594,6594,Coronavirus,2
6595,6595,Coronavirus,2
6596,6596,Coronavirus,2
6597,6597,U.S. news,1
6598,6598,U.S. news,1
6599,6599,U.S. news,1
6600,6600,World News,2
6601,6601,Coronavirus,2
6602,6602,World,1
6603,6603,Coronavirus,2
6604,6604,World,1
6605,6605,World,1
6606,6606,World,1
6607,6607,World,1
6608,6608,NBC OUT,1
6609,6609,NBC Latino,0
6610,6610,Earth Week 2020: Eco-Friendly and Sustainable Shopping Guides,0
6611,6611,NBC Asian America,0
6612,6612,NBCBLK,0
6613,6613,BETTER,1
6614,6614,One Small Thing,2
6615,6615,Coronavirus - How to Help,3
6616,6616,Good Cents,1
6617,6617,Behavior,0
6618,6618,Your money,1
6619,6619,Behavior,0
6620,6620,Your money,1
6621,6621,"Business, Tech & Media",1
6622,6622,Coronavirus,2
6623,6623,Coronavirus,2
6624,6624,Coronavirus,2
6625,6625,Nightly News,1
6626,6626,Coronavirus,2
6627,6627,Nightly News,1
6628,6628,Coronavirus,2
6629,6629,Science News,1
6630,6630,Coronavirus,2
6631,6631,World,1
6632,6632,Coronavirus,2
6633,6633,Coronavirus,2
6634,6634,Coronavirus,2
6635,6635,Coronavirus,2
6636,6636,Coronavirus,2
6637,6637,unknown,2
6638,6638,Local news around you,1
6639,6639,Digital Docs,0
6640,6640,Sections,0
6641,6641,TV,0
6642,6642,Featured,0
6643,6643,More from NBC,1
6644,6644,Follow NBC News,1
6645,6645,LIVE BLOG: Latest news on the global pandemic,2
6646,6646,Top White House expert: U.S. needs a 'breakthrough' on testing to aid reopening,1
6647,6647,White House considering scaling back Trump's daily coronavirus briefings in coming weeks,2
6648,6648,Biden says he'd pick Michelle Obama as vice president 'in a heartbeat',2
6649,6649,Analysis: Why Washington won't fix design flaws in small-business loan program,0
6650,6650,"WATCH: Boris Johnson returns to work after COVID-19 battle, says U.K. lockdown must continue",3
6651,6651,WATCH: Brad Pitt as Dr. Fauci diagnoses Trump’s COVID-19 response on ‘SNL’,2
6652,6652,"El Paso Walmart shooting victim dies, raising death toll to 23",0
6653,6653,Home of 'Duck Dynasty' star Willie Robertson struck by gunfire,0
6654,6654,Rolling Stones lockdown single 'Living in a Ghost Town' hits No. 1 on iTunes,3
6655,6655,NASCAR driver Ryan Newman to return to racing following fiery crash,2
6656,6656,Kristen Cavallari and Jay Cutler to divorce after 10 years together,2
6657,6657,NASCAR driver Ryan Newman to return to racing following fiery crash,2
6658,6658,Kristen Cavallari and Jay Cutler to divorce after 10 years together,2
